User,User,Id,ExecutionTime
user00,0,693985
user01,1,790000
user02,2,602075
user03,3,802495
user04,4,591775
user05,5,791783
user06,6,798332
user07,7,819167
user08,8,823334
user09,9,705416
user10,10,706242
user11,11,618682
user12,12,719736
user13,13,790275
user14,14,618750
user15,15,693449
user16,16,881648
user17,17,509095
user18,18,539564
user19,19,581784
user20,20,917497
user21,21,790000
user22,22,762037
user23,23,603570
user24,24,811720
user25,25,591784
user26,26,1172500
user27,27,541676
user28,28,631248
user29,29,747035
user30,30,798257
user31,31,644966
user32,32,725855
user33,33,795953
user34,34,699702
user35,35,719733
user36,36,709819
user37,37,725452
user38,38,754532
user39,39,627319
user40,40,1178448
user41,41,626243
user42,42,620536
user43,43,798332
user44,44,795953
user45,45,628868
user46,46,879997
user47,47,706247
user48,48,794167
user49,49,589284
user50,50,884167
user51,51,693449
user52,52,692197
user53,53,625529
user54,54,1180829
user55,55,819167
user56,56,798332
user57,57,794161
user58,58,633984
user59,59,884167
user60,60,638750
user61,61,1178448
user62,62,501896
user63,63,598147
user64,64,538996
user65,65,481655
user66,66,528864
user67,67,534996
user68,68,539469
user69,69,534405
user70,70,492704
user71,71,466378
user72,72,569286
user73,73,536034
user74,74,507553
user75,75,469989
user76,76,508024
user77,77,450555
user78,78,539000
user79,79,534578
user80,80,539000
user81,81,470948
user82,82,562611
user83,83,492620
user84,84,466378
user85,85,466378
user86,86,511138
user87,87,529294
user88,88,493330
user89,89,461667
user90,90,548148
user91,91,549758
user92,92,591000
user93,93,428333
user94,94,529908
user95,95,438055
user96,96,499480
user97,97,530782
user98,98,439543
user99,99,466386
user100,100,517545
user101,101,479543
user102,102,535953
user103,103,595010
user104,104,488598
user105,105,435433
user106,106,466378
user107,107,480153
user108,108,529294
user109,109,525294
user110,110,509286
user111,111,500565
user112,112,557668
user113,113,561675
user114,114,516142
user115,115,601666
user116,116,529294
user117,117,495049
user118,118,447171
user119,119,546944
user120,120,447688
user121,121,396841
user122,122,402711
user123,123,282189
user124,124,428333
user125,125,557146
user126,126,484342
user127,127,324143
user128,128,181471
user129,129,132081
user130,130,105355
user131,131,172000
user132,132,12483
user133,133,144538
user134,134,48300
user135,135,84101
user136,136,149046
user137,137,142010
user138,138,12380
user139,139,60213
user140,140,94842
user141,141,12485
user142,142,40344
user143,143,106917
user144,144,12477
user145,145,82085
user146,146,54936
user147,147,12114
user148,148,12432
user149,149,134301
user150,150,12487
user151,151,105922
user152,152,88767
user153,153,12083
user154,154,12009
user155,155,62330
user156,156,12417
user157,157,106750
user158,158,109821
user159,159,11986
user160,160,13326
user161,161,83767
user162,162,12417
user163,163,11741
user164,164,128829
user165,165,12250
user166,166,13455
user167,167,65092
user168,168,11638
user169,169,13147
user170,170,84117
user171,171,12495
user172,172,13162
user173,173,125736
user174,174,12246
user175,175,13454
user176,176,53759
user177,177,12487
user178,178,12047
user179,179,56191
user180,180,11727
user181,181,12485
user182,182,12261
user183,183,12506
user184,184,12904
user185,185,13399
user186,186,11861
user187,187,11871
user188,188,16609
user189,189,12250
user190,190,13455
user191,191,15102
user192,192,0
