User,User,Id,ExecutionTime
user00,0,140857
user01,1,102559
user02,2,130491
user03,3,149410
user04,4,108912
user05,5,110075
user06,6,154243
user07,7,105175
user08,8,121741
user09,9,147327
user10,10,101043
user11,11,144137
user12,12,126945
user13,13,116932
user14,14,164675
user15,15,129128
user16,16,96446
user17,17,101187
user18,18,108171
user19,19,94004
user20,20,103167
user21,21,109982
user22,22,95502
user23,23,107186
user24,24,108073
user25,25,100166
user26,26,101338
user27,27,107134
user28,28,94853
user29,29,102787
user30,30,117882
user31,31,96581
user32,32,43042
user33,33,47869
user34,34,41372
user35,35,44613
user36,36,47103
user37,37,41821
user38,38,44796
user39,39,47473
user40,40,40311
user41,41,45064
user42,42,47558
user43,43,39483
user44,44,44331
user45,45,46590
user46,46,40977
user47,47,44710
user48,48,0
