User,User,Id,ExecutionTime
user00,0,952521
user01,1,1841033
user02,2,1119989
user03,3,1803271
user04,4,1828346
user05,5,1592810
user06,6,1866681
user07,7,581217
user08,8,1850012
user09,9,1835083
user10,10,1866668
user11,11,1567803
user12,12,1866678
user13,13,1816020
user14,14,1581144
user15,15,1803270
user16,16,1033742
user17,17,1284096
user18,18,1051248
user19,19,410508
user20,20,1285613
user21,21,1299891
user22,22,1100010
user23,23,1083344
user24,24,1199898
user25,25,568178
user26,26,1100010
user27,27,1252442
user28,28,1319862
user29,29,1150601
user30,30,1102539
user31,31,1300212
user32,32,376207
user33,33,426010
user34,34,243611
user35,35,399924
user36,36,335008
user37,37,282425
user38,38,399890
user39,39,508108
user40,40,230692
user41,41,451415
user42,42,549932
user43,43,210089
user44,44,334703
user45,45,413065
user46,46,502172
user47,47,499826
user48,48,0
