User,User,Id,ExecutionTime
user00,0,121271
user01,1,146137
user02,2,125233
user03,3,133853
user04,4,155916
user05,5,140526
user06,6,138974
user07,7,120101
user08,8,111576
user09,9,115875
user10,10,109985
user11,11,128426
user12,12,139782
user13,13,131006
user14,14,151343
user15,15,118908
user16,16,143322
user17,17,140776
user18,18,157468
user19,19,155842
user20,20,136045
user21,21,130329
user22,22,132390
user23,23,130647
user24,24,134797
user25,25,115700
user26,26,139807
user27,27,109715
user28,28,150962
user29,29,127319
user30,30,127074
user31,31,109767
user32,32,136144
user33,33,124093
user34,34,159964
user35,35,136097
user36,36,143745
user37,37,145448
user38,38,144186
user39,39,115875
user40,40,151020
user41,41,135317
user42,42,134513
user43,43,144867
user44,44,132432
user45,45,108556
user46,46,111810
user47,47,125889
user48,48,130858
user49,49,144521
user50,50,131282
user51,51,139137
user52,52,159816
user53,53,131009
user54,54,118234
user55,55,155582
user56,56,132004
user57,57,139757
user58,58,126987
user59,59,132073
user60,60,134104
user61,61,144342
user62,62,126283
user63,63,138433
user64,64,142261
user65,65,127841
user66,66,130408
user67,67,135175
user68,68,123551
user69,69,108631
user70,70,97586
user71,71,123413
user72,72,108135
user73,73,122891
user74,74,123338
user75,75,127286
user76,76,136245
user77,77,110401
user78,78,109778
user79,79,132461
user80,80,121503
user81,81,108194
user82,82,130978
user83,83,130809
user84,84,128141
user85,85,137321
user86,86,127534
user87,87,106543
user88,88,99003
user89,89,121840
user90,90,128038
user91,91,137124
user92,92,126245
user93,93,105642
user94,94,137549
user95,95,125655
user96,96,109603
user97,97,99177
user98,98,114786
user99,99,119156
user100,100,137321
user101,101,118025
user102,102,104228
user103,103,128113
user104,104,118926
user105,105,130193
user106,106,100631
user107,107,126203
user108,108,124008
user109,109,131034
user110,110,125315
user111,111,108868
user112,112,142413
user113,113,116297
user114,114,120735
user115,115,132354
user116,116,106918
user117,117,110010
user118,118,138117
user119,119,116297
user120,120,124229
user121,121,120473
user122,122,125315
user123,123,124229
user124,124,126902
user125,125,126481
user126,126,106230
user127,127,107859
user128,128,39004
user129,129,54989
user130,130,52239
user131,131,38054
user132,132,52757
user133,133,45114
user134,134,57697
user135,135,51053
user136,136,51008
user137,137,52457
user138,138,51837
user139,139,56279
user140,140,36316
user141,141,53159
user142,142,48098
user143,143,52531
user144,144,53332
user145,145,46287
user146,146,49260
user147,147,55342
user148,148,49089
user149,149,50326
user150,150,51806
user151,151,45344
user152,152,51229
user153,153,54623
user154,154,46048
user155,155,51094
user156,156,48352
user157,157,45189
user158,158,58166
user159,159,52318
user160,160,51448
user161,161,48938
user162,162,48374
user163,163,51193
user164,164,54463
user165,165,54733
user166,166,45828
user167,167,50686
user168,168,55625
user169,169,55477
user170,170,40439
user171,171,52746
user172,172,45205
user173,173,49136
user174,174,53143
user175,175,59173
user176,176,44563
user177,177,49438
user178,178,52896
user179,179,44991
user180,180,55828
user181,181,51171
user182,182,54517
user183,183,53343
user184,184,49932
user185,185,55068
user186,186,53084
user187,187,57590
user188,188,49315
user189,189,53116
user190,190,52869
user191,191,52432
user192,192,0
