User,User,Id,ExecutionTime
user00,0,73350
user01,1,62523
user02,2,41317
user03,3,76197
user04,4,45725
user05,5,33399
user06,6,61856
user07,7,48802
user08,8,15060
user09,9,32295
user10,10,20006
user11,11,13715
user12,12,0
