Host,HostId,Idle,25%,50%,75%,100%,125%,150%,175%,>= 200%
UFPelH0,0,493163,118705,36476,2298,175,18,9,963,17941
UFPelH1,1,0,0,0,0,0,0,0,2,35081
UFPelH2,2,0,0,0,0,0,0,0,2,68988
UFPelH3,3,0,0,0,0,0,0,0,2,479308
UFSMH4,4,0,0,0,0,0,0,0,2,113593
UFSMH5,5,0,0,0,0,0,0,522233,52543,51812
UFSMH6,6,0,0,0,0,0,0,0,2,13698
UFSMH7,7,0,0,0,0,781715,134020,51584,21075,32846
IFSulH8,8,516074,72149,20067,4896,773,11,396,2873,7896
IFSulH9,9,0,0,0,0,0,0,0,35590,30683
IFSulH10,10,0,0,165738,6623,2671,214,204,0,8812
IFSulH11,11,0,0,0,0,0,0,0,2,25181
BurstH12,12,0,0,0,0,0,0,0,0,1239984
BurstH13,13,0,0,0,0,0,0,0,0,1236661
BurstH14,14,0,0,0,0,0,0,0,0,1439980
BurstH15,15,0,0,0,0,0,0,0,0,1439985
