Host,HostId,Idle,25%,50%,75%,100%,125%,150%,175%,>= 200%
UFPelH0,0,0,0,0,0,0,0,0,0,758880
UFPelH1,1,0,0,0,0,0,0,0,0,616593
UFPelH2,2,0,0,0,0,0,0,0,0,163617
UFPelH3,3,0,0,0,0,0,0,0,0,744594
UFSMH4,4,0,0,0,0,0,0,0,0,684952
UFSMH5,5,0,0,0,0,0,0,0,0,532607
UFSMH6,6,0,0,0,0,0,0,0,0,165275
UFSMH7,7,0,0,0,0,0,0,0,0,654710
IFSulH8,8,0,0,0,0,0,0,0,0,719431
IFSulH9,9,0,0,0,0,0,0,0,0,267900
IFSulH10,10,0,0,0,0,0,0,0,0,948082
IFSulH11,11,0,0,0,0,0,0,0,0,751100
BurstH12,12,0,0,0,0,0,0,0,0,0
BurstH13,13,0,0,0,0,0,0,0,0,0
BurstH14,14,0,0,0,0,0,0,0,0,0
BurstH15,15,0,0,0,0,0,0,0,0,0
