Host,HostId,Idle,25%,50%,75%,100%,125%,150%,175%,>= 200%
UFPelH0,0,0,0,0,0,0,0,0,0,2200008
UFPelH1,1,0,0,0,0,0,0,0,0,499994
UFPelH2,2,0,0,0,0,0,0,0,0,2200004
UFPelH3,3,0,0,0,0,0,0,0,0,2200032
UFSMH4,4,0,0,0,0,0,0,0,0,2200004
UFSMH5,5,0,0,0,0,0,0,0,0,2200004
UFSMH6,6,0,0,0,0,0,0,0,0,899990
UFSMH7,7,0,0,0,0,0,0,0,0,2133338
IFSulH8,8,0,0,0,0,0,0,0,0,2200004
IFSulH9,9,0,0,0,0,0,0,0,0,2200004
IFSulH10,10,0,0,0,0,0,0,0,0,899992
IFSulH11,11,0,0,0,0,0,0,0,0,2200006
BurstH12,12,0,0,0,0,0,0,0,0,0
BurstH13,13,0,0,0,0,0,0,0,0,0
BurstH14,14,0,0,0,0,0,0,0,0,0
BurstH15,15,0,0,0,0,0,0,0,0,0
