User,User,Id,ExecutionTime
user00,0,41007
user01,1,33822
user02,2,37752
user03,3,41516
user04,4,38449
user05,5,39216
user06,6,46319
user07,7,37127
user08,8,32806
user09,9,42043
user10,10,52059
user11,11,39989
user12,12,46517
user13,13,36592
user14,14,41097
user15,15,40449
user16,16,31143
user17,17,32344
user18,18,35185
user19,19,29973
user20,20,27771
user21,21,33233
user22,22,30687
user23,23,27421
user24,24,35930
user25,25,24894
user26,26,31450
user27,27,26673
user28,28,31593
user29,29,31707
user30,30,31795
user31,31,31672
user32,32,12343
user33,33,13649
user34,34,12560
user35,35,13144
user36,36,15463
user37,37,13785
user38,38,12740
user39,39,14961
user40,40,13800
user41,41,13619
user42,42,12033
user43,43,12288
user44,44,13144
user45,45,12393
user46,46,12827
user47,47,13943
user48,48,0
