User,User,Id,ExecutionTime
user00,0,101164
user01,1,91086
user02,2,110525
user03,3,101975
user04,4,89110
user05,5,115072
user06,6,141409
user07,7,80993
user08,8,124533
user09,9,135638
user10,10,88257
user11,11,120616
user12,12,127108
user13,13,99521
user14,14,134398
user15,15,135775
user16,16,78555
user17,17,104353
user18,18,110241
user19,19,77551
user20,20,100844
user21,21,110068
user22,22,77090
user23,23,102715
user24,24,109080
user25,25,81766
user26,26,104149
user27,27,109172
user28,28,78176
user29,29,103623
user30,30,112778
user31,31,79015
user32,32,17902
user33,33,51810
user34,34,34647
user35,35,40696
user36,36,41659
user37,37,34935
user38,38,48005
user39,39,48330
user40,40,34832
user41,41,48665
user42,42,51572
user43,43,33906
user44,44,44663
user45,45,50446
user46,46,34390
user47,47,48365
user48,48,0
