Host,HostId,Idle,25%,50%,75%,100%,125%,150%,175%,>= 200%
UFPelH0,0,0,0,0,0,0,0,0,0,1492573
UFPelH1,1,0,0,0,0,0,0,0,0,1049994
UFPelH2,2,0,0,0,0,0,0,0,0,1008000
UFPelH3,3,0,0,0,0,0,0,0,0,1746476
UFSMH4,4,0,0,0,0,0,0,0,0,1853340
UFSMH5,5,0,0,0,0,0,0,0,0,1900026
UFSMH6,6,0,0,0,0,0,0,0,0,252900
UFSMH7,7,0,0,0,0,0,0,0,0,1866674
IFSulH8,8,0,0,0,0,0,0,0,0,1875000
IFSulH9,9,0,0,0,0,0,0,0,0,1900004
IFSulH10,10,0,0,0,0,0,0,0,0,426251
IFSulH11,11,0,0,0,0,0,0,0,0,1506489
BurstH12,12,0,0,0,0,0,0,0,0,0
BurstH13,13,0,0,0,0,0,0,0,0,0
BurstH14,14,0,0,0,0,0,0,0,0,0
BurstH15,15,0,0,0,0,0,0,0,0,0
