User,UserId,Host,HostId,nbInst
user00,0,UFPel,0,4028712
user00,0,UFPel,1,7111626
user00,0,UFPel,2,5283686
user00,0,UFPel,3,17175984
user01,1,UFSM,4,1909044
user01,1,UFSM,5,26647652
user01,1,UFSM,6,1333116
user01,1,UFSM,7,3710188
user02,2,IFSul,8,441242
user02,2,IFSul,9,48540
user02,2,IFSul,10,19104
user02,2,IFSul,11,33091124
user03,3,UFPel,0,1115584
user03,3,UFPel,1,526062
user03,3,UFPel,2,442284
user03,3,UFPel,3,31516075
user04,4,UFSM,4,10301482
user04,4,UFSM,5,18507154
user04,4,UFSM,6,217434
user04,4,UFSM,7,4573932
user05,5,IFSul,8,1098598
user05,5,IFSul,9,232636
user05,5,IFSul,10,23552
user05,5,IFSul,11,32245225
user06,6,UFPel,0,389590
user06,6,UFPel,1,400060
user06,6,UFPel,2,220300
user06,6,UFPel,3,32590055
user07,7,UFSM,4,32841535
user07,7,UFSM,5,154102
user07,7,UFSM,6,13128
user07,7,UFSM,7,591250
user08,8,IFSul,8,26414224
user08,8,IFSul,9,113370
user08,8,IFSul,10,33826
user08,8,IFSul,11,7038580
user09,9,UFPel,0,940292
user09,9,UFPel,1,514738
user09,9,UFPel,2,192264
user09,9,UFPel,3,31952706
user10,10,UFSM,4,33280890
user10,10,UFSM,5,182662
user10,10,UFSM,6,19466
user10,10,UFSM,7,116988
user11,11,IFSul,8,33571820
user11,11,IFSul,10,28180
user12,12,UFPel,0,899034
user12,12,UFPel,1,12540
user12,12,UFPel,2,28096
user12,12,UFPel,3,32660330
user13,13,UFSM,4,33006500
user13,13,UFSM,5,85446
user13,13,UFSM,6,54814
user13,13,UFSM,7,453248
user14,14,IFSul,8,16802802
user14,14,IFSul,9,97200
user14,14,IFSul,10,34792
user14,14,IFSul,11,16665221
user15,15,UFPel,0,400992
user15,15,UFPel,1,595608
user15,15,UFPel,2,84124
user15,15,UFPel,3,32519286
user16,16,UFSM,4,32734311
user16,16,UFSM,5,318258
user16,16,UFSM,6,35658
user16,16,UFSM,7,511786
user17,17,IFSul,8,16580330
user17,17,IFSul,9,117586
user17,17,IFSul,10,15278
user17,17,IFSul,11,16886812
user18,18,UFPel,0,258186
user18,18,UFPel,1,1288376
user18,18,UFPel,2,133032
user18,18,UFPel,3,31920406
user19,19,UFSM,4,31270370
user19,19,UFSM,5,827880
user19,19,UFSM,6,388784
user19,19,UFSM,7,1112970
user20,20,IFSul,8,9300000
user20,20,IFSul,11,24300018
user21,21,UFPel,0,813760
user21,21,UFPel,1,1052088
user21,21,UFPel,2,91834
user21,21,UFPel,3,31642323
user22,22,UFSM,4,32376952
user22,22,UFSM,6,31494
user22,22,UFSM,7,1191588
user23,23,IFSul,8,4245110
user23,23,IFSul,9,208172
user23,23,IFSul,10,61158
user23,23,IFSul,11,29085574
user24,24,UFPel,0,1653948
user24,24,UFPel,1,21510
user24,24,UFPel,2,49696
user24,24,UFPel,3,31874846
user25,25,UFSM,4,9598448
user25,25,UFSM,5,4372024
user25,25,UFSM,6,25450
user25,25,UFSM,7,19604082
user26,26,IFSul,8,20685848
user26,26,IFSul,9,177584
user26,26,IFSul,10,68056
user26,26,IFSul,11,12668514
user27,27,UFPel,0,1453580
user27,27,UFPel,1,224388
user27,27,UFPel,2,236784
user27,27,UFPel,3,31685251
user28,28,UFSM,5,443658
user28,28,UFSM,6,6258
user28,28,UFSM,7,33150088
user29,29,IFSul,8,27369834
user29,29,IFSul,9,430166
user29,29,IFSul,10,10196
user29,29,IFSul,11,5789816
user30,30,UFPel,0,3832768
user30,30,UFPel,1,603254
user30,30,UFPel,2,753978
user30,30,UFPel,3,28410000
user31,31,UFSM,4,26179028
user31,31,UFSM,6,20990
user31,31,UFSM,7,7400002
user32,32,IFSul,8,27742524
user32,32,IFSul,9,130490
user32,32,IFSul,10,26990
user32,32,IFSul,11,5700008
user33,33,UFPel,0,4857504
user33,33,UFPel,1,3863218
user33,33,UFPel,2,2394438
user33,33,UFPel,3,22484843
user34,34,UFSM,4,33577207
user34,34,UFSM,6,22800
user35,35,IFSul,8,9397512
user35,35,IFSul,9,200702
user35,35,IFSul,10,1788
user35,35,IFSul,11,24000000
user36,36,UFPel,0,3147532
user36,36,UFPel,1,3319680
user36,36,UFPel,2,2905084
user36,36,UFPel,3,24227704
user37,37,UFSM,4,27737626
user37,37,UFSM,5,148784
user37,37,UFSM,6,89968
user37,37,UFSM,7,5623632
user38,38,IFSul,8,22147822
user38,38,IFSul,9,352180
user38,38,IFSul,11,11100000
user39,39,UFPel,0,3158368
user39,39,UFPel,1,3724736
user39,39,UFPel,2,76760
user39,39,UFPel,3,26640139
user40,40,UFSM,4,25792404
user40,40,UFSM,5,297000
user40,40,UFSM,6,58188
user40,40,UFSM,7,7452414
user41,41,IFSul,8,22139512
user41,41,IFSul,9,160490
user41,41,IFSul,11,11300006
user42,42,UFPel,0,2168988
user42,42,UFPel,1,3446780
user42,42,UFPel,2,1579206
user42,42,UFPel,3,26405026
user43,43,UFSM,4,14648525
user43,43,UFSM,5,322474
user43,43,UFSM,6,176664
user43,43,UFSM,7,18452344
user44,44,IFSul,8,20600002
user44,44,IFSul,9,184490
user44,44,IFSul,10,1490
user44,44,IFSul,11,12814026
user45,45,UFPel,0,23504870
user45,45,UFPel,1,20002
user45,45,UFPel,2,97674
user45,45,UFPel,3,9977466
user46,46,UFSM,4,33055242
user46,46,UFSM,5,544768
user47,47,IFSul,8,20600004
user47,47,IFSul,10,52188
user47,47,IFSul,11,12947816
user48,48,UFPel,0,12974500
user48,48,UFPel,1,4059688
user48,48,UFPel,2,248376
user48,48,UFPel,3,16317436
user49,49,UFSM,4,20531260
user49,49,UFSM,5,159572
user49,49,UFSM,6,109172
user49,49,UFSM,7,12800000
user50,50,IFSul,8,14929856
user50,50,IFSul,9,522566
user50,50,IFSul,10,152352
user50,50,IFSul,11,17995230
user51,51,UFPel,0,18500004
user51,51,UFPel,3,15100000
user52,52,UFSM,4,27700014
user52,52,UFSM,7,5900000
user53,53,IFSul,8,12207926
user53,53,IFSul,9,21322496
user53,53,IFSul,10,69578
user54,54,UFPel,0,29391940
user54,54,UFPel,1,3975574
user54,54,UFPel,2,232490
user55,55,UFSM,4,18401012
user55,55,UFSM,6,98988
user55,55,UFSM,7,15100004
user56,56,IFSul,9,33545414
user56,56,IFSul,10,54586
user57,57,UFPel,0,17288036
user57,57,UFPel,1,4084274
user57,57,UFPel,2,5237674
user57,57,UFPel,3,6990020
user58,58,UFSM,4,9418404
user58,58,UFSM,5,81000
user58,58,UFSM,6,596
user58,58,UFSM,7,24100002
user59,59,IFSul,8,12732800
user59,59,IFSul,9,20775706
user59,59,IFSul,10,91494
user60,60,UFPel,0,11600004
user60,60,UFPel,3,22000000
user61,61,UFSM,4,16190028
user61,61,UFSM,5,9905500
user61,61,UFSM,6,4490
user61,61,UFSM,7,7500002
user62,62,IFSul,8,13408208
user62,62,IFSul,9,9100000
user62,62,IFSul,10,152678
user62,62,IFSul,11,10939114
user63,63,UFPel,0,22309614
user63,63,UFPel,1,2138276
user63,63,UFPel,2,3762950
user63,63,UFPel,3,5389164
user64,64,UFSM,5,16697400
user64,64,UFSM,6,102600
user65,65,IFSul,9,16800000
user66,66,UFPel,0,6003437
user66,66,UFPel,1,3052724
user66,66,UFPel,2,4460068
