User,User,Id,ExecutionTime
user00,0,695826
user01,1,891102
user02,2,1056647
user03,3,698178
user04,4,872755
user05,5,659902
user06,6,983334
user07,7,874435
user08,8,904207
user09,9,815964
user10,10,1238997
user11,11,1205613
user12,12,888337
user13,13,819297
user14,14,861214
user15,15,818189
user16,16,695826
user17,17,974135
user18,18,888330
user19,19,800298
user20,20,650218
user21,21,894545
user22,22,962473
user23,23,983334
user24,24,825296
user25,25,800301
user26,26,904207
user27,27,983334
user28,28,818183
user29,29,1042655
user30,30,1044026
user31,31,1016668
user32,32,829321
user33,33,1178784
user34,34,637725
user35,35,800301
user36,36,887879
user37,37,970877
user38,38,1023334
user39,39,906609
user40,40,1019994
user41,41,1007536
user42,42,846536
user43,43,1242330
user44,44,818189
user45,45,906088
user46,46,1086667
user47,47,1088503
user48,48,835391
user49,49,937540
user50,50,874294
user51,51,1042660
user52,52,800295
user53,53,1202280
user54,54,924545
user55,55,921212
user56,56,803634
user57,57,1205618
user58,58,796968
user59,59,845966
user60,60,900552
user61,61,825993
user62,62,899998
user63,63,887879
user64,64,549033
user65,65,596030
user66,66,581423
user67,67,660748
user68,68,627623
user69,69,557901
user70,70,597997
user71,71,626774
user72,72,680041
user73,73,587208
user74,74,597997
user75,75,602997
user76,76,553327
user77,77,597992
user78,78,597992
user79,79,591240
user80,80,605359
user81,81,597995
user82,82,606330
user83,83,609058
user84,84,602997
user85,85,602992
user86,86,587577
user87,87,557905
user88,88,644005
user89,89,566233
user90,90,602997
user91,91,625924
user92,92,623939
user93,93,635591
user94,94,557901
user95,95,694649
user96,96,597997
user97,97,602997
user98,98,594796
user99,99,711326
user100,100,601489
user101,101,694081
user102,102,631327
user103,103,569568
user104,104,611808
user105,105,638796
user106,106,596032
user107,107,597997
user108,108,580915
user109,109,620191
user110,110,631326
user111,111,615595
user112,112,567581
user113,113,586660
user114,114,585925
user115,115,571234
user116,116,562906
user117,117,640394
user118,118,613372
user119,119,580914
user120,120,652590
user121,121,632591
user122,122,646701
user123,123,643921
user124,124,636570
user125,125,597992
user126,126,657818
user127,127,605921
user128,128,247947
user129,129,265499
user130,130,273383
user131,131,250919
user132,132,237906
user133,133,272976
user134,134,257134
user135,135,246302
user136,136,258508
user137,137,231545
user138,138,237906
user139,139,246235
user140,140,237906
user141,141,260411
user142,142,209187
user143,143,233192
user144,144,212662
user145,145,269065
user146,146,260415
user147,147,265499
user148,148,241668
user149,149,231762
user150,150,167159
user151,151,237906
user152,152,265159
user153,153,206424
user154,154,189916
user155,155,95348
user156,156,271757
user157,157,209200
user158,158,165916
user159,159,230757
user160,160,265044
user161,161,129000
user162,162,177010
user163,163,209578
user164,164,241678
user165,165,27334
user166,166,188756
user167,167,154012
user168,168,194018
user169,169,265499
user170,170,246250
user171,171,120160
user172,172,246852
user173,173,164590
user174,174,165916
user175,175,135508
user176,176,171887
user177,177,146266
user178,178,162406
user179,179,107837
user180,180,67341
user181,181,136745
user182,182,31383
user183,183,174704
user184,184,32214
user185,185,28872
user186,186,23584
user187,187,102607
user188,188,134738
user189,189,44439
user190,190,31309
user191,191,103262
user192,192,0
